413	742400	10952	653151	519678
414	745322	11053	657452	521723
415	748628	11150	661693	524038
416	751659	11228	666927	526159
417	754614	11305	672319	528228
418	756955	11393	677101	529866
419	759132	11450	681426	531390
420	760584	11510	684671	532407
421	761943	11579	687328	533358
422	763682	11644	691162	534575
423	765596	11705	695032	535915
424	767338	11755	698465	537135
425	769160	11796	702163	538410
426	770842	11833	704341	539587
427	772127	11878	706833	540487
428	773513	11934	710162	541457
429	775027	11972	712277	542517
430	776257	12005	715321	543378
431	777397	12045	718249	544176
432	778687	12076	719619	545079
433	779535	12102	720471	545672
434	779796	12124	721435	545855
435	780159	12149	722036	546109
436	780857	12181	723094	546598
437	782129	12211	724209	547488
438	783737	12248	726132	548614
439	785194	12284	727510	549634
440	786698	12310	729039	550687
441	787726	12348	729798	551406
442	789080	12376	730697	552354
443	790521	12401	731531	553363
444	792196	12441	732810	554535
445	793693	12458	733866	555583
446	794985	12480	735157	556487
447	796343	12511	736221	557438
448	797386	12549	737408	558168
449	798830	12583	738805	559179
450	800540	12619	740372	560376
451	802305	12660	742151	561611
452	804293	12694	744065	563003
453	805980	12724	746035	564184
454	807867	12758	747758	565505
455	809314	12801	749425	566518
456	810990	12839	751322	567691
457	812960	12869	753240	569070
458	815282	12913	755302	570695
459	817819	12949	757569	572471
460	820395	12989	759630	574274
461	822849	13032	761916	575992
462	824486	13071	764024	577138
463	826922	13118	766266	578843
464	829972	13172	768830	580978
465	833291	13222	771073	583302
466	837247	13282	773752	586071
467	841087	13345	776466	588759
468	844970	13399	778421	591477
469	848027	13466	780146	593617
470	851668	13548	782655	596166
471	856304	13626	785482	599411
472	861150	13702	788385	602803
473	866877	13787	791553	606812
474	872935	13868	794783	611052
475	878804	13976	797559	615161
476	883138	14053	800854	618195
477	888406	14172	804103	621882
478	896770	14276	807673	627737
479	904436	14388	811700	633103
480	913258	14503	816250	639279
481	921559	14646	820913	645089
482	930042	14778	825422	651027
483	936256	14912	829199	655377
484	944917	15065	833897	661440
